,index,order_id,quantity,item_name,choice_description,item_price
3921,3970,1591,2,Steak Burrito,"[Fresh Tomato Salsa, [Lettuce, Sour Cream, Cheese, Fajita Vegetables, Pinto Beans, Rice]]",18.5
3922,3971,1592,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",9.25
3923,3972,1592,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",9.25
3924,3973,1592,4,Canned Soft Drink,[Coke],20.0
3925,3974,1592,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]",8.75
3926,3975,1592,1,Chips and Tomatillo Green Chili Salsa,Default,2.95
3927,3976,1593,2,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]",67.92
3928,3977,1594,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.25
3929,3978,1594,1,Chips and Fresh Tomato Salsa,Default,2.95
3930,3979,1595,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
3931,3980,1595,1,Chips,Default,2.15
3932,3981,1595,1,Bottled Water,Default,1.5
3933,3982,1596,1,Chicken Salad,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
3934,3983,1596,1,Chips and Fresh Tomato Salsa,Default,2.39
3935,3984,1597,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese]]",9.25
3936,3985,1597,1,Chips,Default,2.15
3937,3986,1597,1,Canned Soft Drink,[Nestea],1.25
3938,3987,1598,1,Chicken Burrito,"[Tomatillo Green Chili (Medium), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",8.19
3939,3988,1598,1,Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",8.69
3940,3989,1598,1,Chicken Salad,"[Roasted Chili Corn (Medium), [Lettuce, Black Beans, Cheese]]",8.19
3941,3990,1598,1,Chicken Burrito,"[Roasted Chili Corn (Medium), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",8.19
3942,3991,1599,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",8.75
3943,3992,1599,1,Chips and Tomatillo Green Chili Salsa,Default,2.95
3944,3993,1599,1,Canned Soft Drink,[Nestea],1.25
3945,3994,1600,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",9.25
3946,3995,1600,1,Chips and Tomatillo Green Chili Salsa,Default,2.95
3947,3996,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",11.25
3948,3997,1601,1,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Lettuce]]",8.75
3949,3998,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3950,3999,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3951,4000,1602,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Pinto Beans, Fajita Veggies, Lettuce]]",8.99
3952,4001,1602,1,Bottled Water,Default,1.09
3953,4002,1603,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25
3954,4003,1603,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25
3955,4004,1603,1,Chips and Guacamole,Default,4.45
3956,4005,1604,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",8.49
3957,4006,1604,1,Chips and Guacamole,Default,3.99
3958,4007,1604,1,Chips and Tomatillo Green Chili Salsa,Default,2.39
3959,4008,1604,1,Canned Soda,[Diet Coke],1.09
3960,4009,1605,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99
3961,4010,1605,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",8.49
3962,4011,1606,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
3963,4012,1606,1,Chicken Salad Bowl,[Fresh Tomato Salsa],8.75
3964,4013,1607,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",11.25
3965,4014,1607,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75
3966,4015,1608,1,Chips and Guacamole,Default,4.45
3967,4016,1608,2,Canned Soft Drink,[Diet Coke],15.0
3968,4017,1608,1,Chicken Soft Tacos,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
3969,4018,1609,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
3970,4019,1609,1,Nantucket Nectar,[Pineapple Orange Banana],3.39
3971,4020,1610,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",8.75
3972,4021,1610,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",9.25
3973,4022,1610,1,Chips and Guacamole,Default,4.45
3974,4023,1610,1,Canned Soft Drink,[Lemonade],1.25
3975,4024,1611,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3976,4025,1611,1,Chips,Default,2.15
3977,4026,1611,1,Chips and Guacamole,Default,4.45
3978,4027,1611,2,Canned Soft Drink,[Coke],10.0
3979,4028,1612,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Lettuce]]",8.99
3980,4029,1612,1,Chips and Guacamole,Default,3.99
3981,4030,1613,1,Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, Cheese]",8.75
3982,4031,1613,1,Chips,Default,2.15
3983,4032,1613,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole]]",11.75
3984,4033,1614,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.75
3985,4034,1614,1,Canned Soft Drink,[Coke],1.25
3986,4035,1615,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",8.75
3987,4036,1615,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",9.39
3988,4037,1615,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3989,4038,1615,1,Steak Soft Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
3990,4039,1616,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",9.25
3991,4040,1616,1,Chips and Tomatillo Red Chili Salsa,Default,2.95
3992,4041,1617,1,Carnitas Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",9.25
3993,4042,1617,1,Chips and Guacamole,Default,4.45
3994,4043,1618,1,Canned Soft Drink,[Diet Coke],1.25
3995,4044,1618,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce]]",9.25
3996,4045,1618,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",8.75
3997,4046,1619,1,Barbacoa Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole]]",11.75
3998,4047,1619,1,Bottled Water,Default,1.5
3999,4048,1620,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",8.75
4000,4049,1620,1,Chips and Guacamole,Default,4.45
4001,4050,1621,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Fajita Veggies]]",8.99
4002,4051,1621,1,Canned Soda,[Sprite],1.09
4003,4052,1622,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",9.25
4004,4053,1622,1,Chips and Fresh Tomato Salsa,Default,2.95
4005,4054,1623,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Sour Cream, Lettuce, Cheese, Black Beans, Rice]]",8.99
4006,4055,1623,1,Side of Chips,Default,1.69
4007,4056,1624,1,Barbacoa Bowl,"[[Rice, Cheese]]",8.69
4008,4057,1624,1,Side of Chips,Default,1.69
4009,4058,1625,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.25
4010,4059,1625,1,Chips and Guacamole,Default,4.45
4011,4060,1626,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75
4012,4061,1626,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
4013,4062,1626,1,Chips and Guacamole,Default,4.45
4014,4063,1627,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4015,4064,1627,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
4016,4065,1627,1,Chips and Fresh Tomato Salsa,Default,2.95
4017,4066,1627,1,Bottled Water,Default,1.5
4018,4067,1628,1,Chicken Burrito,"[[Lettuce, Rice, Fajita Veggies]]",8.19
4019,4068,1628,1,Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",8.69
4020,4069,1629,1,Bottled Water,Default,1.09
4021,4070,1629,1,Side of Chips,Default,1.69
4022,4071,1629,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]",8.49
4023,4072,1630,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75
4024,4073,1630,1,Chips and Fresh Tomato Salsa,Default,2.95
4025,4074,1630,1,Canned Soft Drink,[Coke],1.25
4026,4075,1631,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",8.49
4027,4076,1631,1,Chips and Guacamole,Default,3.99
4028,4077,1632,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Sour Cream, Guacamole]]",10.98
4029,4078,1632,1,Nantucket Nectar,[Peach Orange],3.39
4030,4079,1633,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4031,4080,1633,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4032,4081,1633,1,Chips,Default,2.15
4033,4082,1634,2,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",18.5
4034,4083,1635,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
4035,4084,1635,1,Veggie Salad,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
4036,4085,1636,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Guacamole]]",11.25
4037,4086,1636,1,Bottled Water,Default,1.5
4038,4087,1637,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
4039,4088,1637,1,Chips and Tomatillo Red Chili Salsa,Default,2.39
4040,4089,1638,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",8.99
4041,4090,1638,1,Chips and Fresh Tomato Salsa,Default,2.39
4042,4091,1639,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75
4043,4092,1639,1,Chips and Guacamole,Default,4.45
4044,4093,1640,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",70.0
4045,4094,1641,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
4046,4095,1641,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25
4047,4096,1642,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75
4048,4097,1642,1,Chips and Guacamole,Default,4.45
4049,4098,1642,3,Canned Soft Drink,[Diet Coke],22.5
4050,4099,1643,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75
4051,4100,1643,1,Chips and Guacamole,Default,4.45
4052,4101,1643,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
4053,4102,1643,1,Chips and Fresh Tomato Salsa,Default,2.95
4054,4103,1644,1,Canned Soft Drink,[Lemonade],1.25
4055,4104,1644,1,Chips and Guacamole,Default,4.45
4056,4105,1644,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75
4057,4106,1645,1,Canned Soft Drink,[Coke],1.25
4058,4107,1645,1,Bottled Water,Default,1.5
4059,4108,1645,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25
4060,4109,1646,1,Veggie Salad Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
4061,4110,1646,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",11.25
4062,4111,1647,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4063,4113,1648,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25
4064,4114,1648,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.25
4065,4115,1648,1,Chips and Guacamole,Default,4.45
4066,4116,1648,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Cheese]]",8.75
4067,4117,1649,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",9.25
4068,4118,1649,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75
4069,4119,1650,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",8.75
4070,4120,1650,1,Chips and Guacamole,Default,4.45
4071,4121,1651,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",8.75
4072,4122,1651,1,Canned Soft Drink,[Lemonade],1.25
4073,4123,1651,1,Chips,Default,2.15
4074,4124,1652,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",8.75
4075,4125,1652,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",8.75
4076,4126,1652,2,Chips,Default,4.3
4077,4127,1653,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",8.75
4078,4128,1653,1,Canned Soft Drink,[Sprite],1.25
4079,4129,1653,1,Chips and Tomatillo Green Chili Salsa,Default,2.95
4080,4130,1654,1,Steak Soft Tacos,[Fresh Tomato Salsa],9.25
4081,4131,1654,1,Chips and Tomatillo Red Chili Salsa,Default,2.95
4082,4132,1655,1,Chips and Guacamole,Default,4.45
4083,4133,1655,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4084,4134,1655,1,Veggie Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4085,4135,1655,1,Barbacoa Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
4086,4136,1655,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25
4087,4137,1655,3,Bottled Water,Default,4.5
4088,4138,1656,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.75
4089,4139,1656,1,Canned Soft Drink,[Lemonade],1.25
4090,4140,1657,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
4091,4141,1657,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]]",11.75
4092,4142,1657,1,Canned Soft Drink,[Coke],1.25
4093,4143,1657,1,Canned Soft Drink,[Nestea],1.25
4094,4144,1658,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans]]",9.25
4095,4145,1658,1,Chips and Guacamole,Default,4.45
4096,4146,1659,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4097,4147,1659,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]]",11.75
4098,4148,1660,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",70.0
4099,4149,1660,1,Chips,Default,2.15
4100,4150,1660,1,Canned Soft Drink,[Coke],1.25
4101,4151,1660,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
4102,4152,1660,10,Bottled Water,Default,15.0
4103,4153,1660,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole]]",11.25
4104,4154,1660,1,Chips and Guacamole,Default,4.45
4105,4156,1660,1,Chips and Tomatillo Red Chili Salsa,Default,2.95
4106,4157,1661,1,Chicken Bowl,"[Fresh Tomato Salsa, [Guacamole, Sour Cream, Cheese, Rice, Fajita Vegetables]]",11.25
4107,4158,1661,1,Chips,Default,2.15
4108,4159,1662,1,Canned Soft Drink,[Sprite],1.25
4109,4160,1662,1,Bottled Water,Default,1.5
4110,4161,1662,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Cheese]]",8.75
4111,4162,1662,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",11.25
4112,4163,1662,1,Chips and Fresh Tomato Salsa,Default,2.95
4113,4164,1663,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4114,4165,1663,1,Canned Soft Drink,[Sprite],1.25
4115,4166,1664,1,Chips,Default,2.15
4116,4167,1664,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4117,4168,1664,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25
4118,4169,1664,1,6 Pack Soft Drink,[Diet Coke],6.49
4119,4170,1665,1,Canned Soft Drink,[Diet Coke],1.25
4120,4171,1665,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]]",8.75
4121,4172,1665,1,Chips,Default,2.15
4122,4173,1666,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75
4123,4174,1666,1,6 Pack Soft Drink,[Coke],6.49
4124,4175,1667,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole]]",11.25
4125,4176,1667,1,Bottled Water,Default,1.5
4126,4177,1668,1,Veggie Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
4127,4178,1668,1,Chips and Guacamole,Default,4.45
4128,4179,1669,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",8.75
4129,4180,1669,1,Chips and Guacamole,Default,4.45
4130,4181,1670,1,Steak Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25
4131,4182,1670,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25
4132,4183,1670,1,Canned Soft Drink,[Coke],1.25
4133,4184,1670,1,Canned Soft Drink,[Sprite],1.25
4134,4185,1671,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
4135,4186,1671,3,Bottled Water,Default,4.5
4136,4187,1672,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]",11.25
4137,4188,1672,1,Canned Soft Drink,[Coke],1.25
4138,4189,1673,1,Bottled Water,Default,1.5
4139,4190,1673,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25
4140,4191,1673,1,Chips,Default,2.15
4141,4192,1673,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Lettuce, Guacamole]]",11.25
4142,4193,1673,1,Chips and Guacamole,Default,4.45
4143,4194,1674,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4144,4195,1674,1,Chips and Guacamole,Default,4.45
4145,4196,1675,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream]]",8.75
4146,4197,1675,1,Chips and Guacamole,Default,4.45
4147,4198,1676,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",9.25
4148,4199,1676,1,Chips and Guacamole,Default,4.45
4149,4200,1676,1,Canned Soft Drink,[Coke],1.25
4150,4201,1677,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Guacamole]]",11.25
4151,4202,1677,1,Chips and Guacamole,Default,4.45
4152,4203,1678,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
4153,4204,1678,1,Chips and Guacamole,Default,4.45
4154,4205,1679,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Lettuce]]",8.75
4155,4206,1679,1,Chips,Default,2.15
4156,4207,1679,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]]",8.75
4157,4208,1679,1,Chips and Guacamole,Default,4.45
4158,4209,1679,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce]]",8.75
4159,4210,1680,1,Steak Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
4160,4211,1680,1,Bottled Water,Default,1.5
4161,4212,1681,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25
4162,4213,1681,1,Chips and Guacamole,Default,4.45
4163,4214,1682,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75
4164,4215,1682,1,Chips,Default,2.15
4165,4216,1682,1,Bottled Water,Default,1.5
4166,4217,1683,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",8.75
4167,4218,1683,1,Chips and Guacamole,Default,4.45
4168,4219,1684,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Lettuce]]",8.75
4169,4220,1684,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]",11.75
4170,4221,1685,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75
4171,4222,1685,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Cheese, Sour Cream, Lettuce]]",8.75
4172,4223,1686,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4173,4224,1686,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
4174,4225,1687,1,Bottled Water,Default,1.5
4175,4226,1687,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",8.75
4176,4227,1687,1,Chips,Default,2.15
4177,4228,1688,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole]]",11.75
4178,4229,1688,1,Chips,Default,2.15
4179,4230,1689,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",9.25
4180,4231,1689,1,Chips and Fresh Tomato Salsa,Default,2.95
4181,4232,1690,2,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",74.0
4182,4233,1690,1,Canned Soft Drink,[Coke],1.25
4183,4234,1690,1,Chips and Guacamole,Default,4.45
4184,4235,1691,1,Chicken Bowl,[White Rice],8.5
4185,4237,1691,2,Chips and Guacamole,Default,8.5
